,address,balance,publicKey,username,delegate
12576,14230853487500748846S,558388875203,a88051d1103ec352477d1388e3a2843fa524a14d4d4792adb351ab0b073d4d69,drake_pool,5861930039271542449S
12577,18403574026590621110S,559227198736,040338ba28f3a878275ec4f5b44612cf58c95bf3c0d25adbe009aead93e22d53,oro,5861930039271542449S
12578,9897084410572604652S,559638304929,1888169261bb30b1d1e73d5b8142c367e5d71c1c39ca2680a62229cde940015f,corsaro,5861930039271542449S
12579,12582779504681753073S,569422392411,8a2610ce7375d4912da7168a7d69c07d0ec77d0bd2d983be78c3849352d63b15,anamix_vote,5861930039271542449S
12580,14660204684722399807S,577418412348,772c3e67f7cad46d01293042e20e5fd0e71b00cb25791faa038f208ee2c57e57,liskit,5861930039271542449S
12581,11543012291603932074S,589404458108,f48472ec07a9a8fb0d3798d5260e168da582c7dc0e41e1aa6030c8c4d4c87d2f,oakey22_voting,5861930039271542449S
12582,8423545393613159649S,601747212755,9ec83d66bfcbbb697f9971f5871fca9caea191869cdf238bb4b96a66158ecb2e,monaco_found,5861930039271542449S
12583,3617550977764301965S,609171052313,3918f2b5bf5e4022c71a9285997655b4c9dc1675d116c753c934f6d095a12096,shiftspidervoting,5861930039271542449S
12584,170136392713433140S,610038485434,8af4ad7b09a65d95ec0f7b506534f941275114c51e5ed32a701056824938af4d,techbytes,5861930039271542449S
12585,15773155524407127430S,614116587077,4a947fac4073e9585aed7bfb571f32387b6caf7b5181f8c6e838abebaa360381,punkrock,5861930039271542449S
12586,1049992629438017539S,618958650046,47f6a1051c2d0a9f9f90da8e1a9bababad380b62ed743a3f320a83efa81fc774,,5861930039271542449S
12587,17615391845481727298S,621352462521,eb4d75c16fd3a40a77b42085eded3695f3152210672d047a7f9472bc40c53f89,forrest,5861930039271542449S
12588,3429149862214959015S,646037550855,e254a8d2469c32f34c2df6c33d1b0d0fb8cab82f932bad2a9a3382d0b87202e6,gregoro_vote,5861930039271542449S
12589,4294271027440884090S,656811475540,646ec26d6a2fa6113b98305bd82a216c1049b45d092378cfcc15dcb22478c990,nytrobound,5861930039271542449S
12590,16082679936009756442S,672890234807,58c9c5cb6dc6d3bbb0a3a1a78481d83db2e82f70822a4090e98a36facf725f61,sneakyhipp0,5861930039271542449S
12591,243992164644254193S,732077957389,cb51fbbd36e57f789bd51cd09da77d6daf00ad16f87dae4c67b933849c499531,wannabe_rotebaron,5861930039271542449S
12592,12530296953711547432S,738345168403,309f49f7dd1b6509d7833f4d9c40a075059cc4ddb2a8bf2c921c81f5589a1e6d,,5861930039271542449S
12593,8385499432433129661S,779656861551,09d452f44ffb1c5cc1fd5b085b071efa928c7fe868b0906e8b81ea3af7ce3a1a,necromatiz,5861930039271542449S
12594,7613349101992284371S,785636504168,0fbd2e082d38976ca983f152e7a1b73c79855cde06deea0b03d45e2a024596ad,fanilla,5861930039271542449S
12595,14687091744950430134S,793385772962,195d8b16711502387d5d18c032caecc23d6c5b99889f47019f92a6e7fc9cbf89,,5861930039271542449S
12596,17202164608668356154S,802280034948,99eaa85d6a619c6fcf4f906a6f8a58c84456dd41faff8f201cadc975a740f99b,,5861930039271542449S
12597,4132777636262503477S,829873412981,31d8d00d4a4ac312f72a2fec6bd41f3e5dc43a0696cea34816b88ec0f67bd469,anamix,5861930039271542449S
12598,10962402274596135874S,843159588950,ab374b194c1f338769e8c542fce2917b97d1521c5ae623a48dfd17cbd489c0ed,,5861930039271542449S
12599,17047213952582854284S,918816249945,e71a966d398e53516e9c3f6c3f779de8ac53a65c4393766249012f30babc7b0d,yondz_voting,5861930039271542449S
12600,16885143243405910776S,928418420338,78fdd868fead0ae02269cf6dde57f27eb1009ef8af4ffff5588aaa1c45f77c9f,bioly,5861930039271542449S
12601,6625945795024322632S,941556296005,990af655f056b88d212a8f33079f6622bf5ef326f3c0db7b9806f113d169ce6c,,5861930039271542449S
12602,3715810936410758099S,947474799952,363407a9c19c05b2be1d9663acc43ea7971e3f4a0e0ed3248af0a76fe94628e2,exeric3,5861930039271542449S
12603,1570937394936497576S,1012488973250,f08701531365072890cd0b263b97e8b585013163571f427977de45dc50bb5ffa,,5861930039271542449S
12604,3852808042355427288S,1020232677169,e70aef581c59cf00bc12b1a8b6456185c671aec22933f5b8866651038595e635,,5861930039271542449S
12605,14546983063895890443S,1020457007168,78149f6c0e856f721c922bbf075f9f5c7011556a337fbf52a5532ee245e06393,,5861930039271542449S
12606,1337139138324153142S,1021429284538,22bd2f2e53287a60376ba8644e3032398caafb1d405e2aa1c117474011f81ef7,hagie_vote,5861930039271542449S
12607,15764926323130962824S,1028712001690,b267da508104365a7d1c90165a1cd092815182b382e8f62d8307c417b4981d26,cataoffee99,5861930039271542449S
12608,13429318653173453932S,1035339983326,6c75a58c9eb76fbeab2c4a8f5fc4a42eac7f694b0e5a00c1d3bac87a6ab0f4f8,,5861930039271542449S
12609,14156057994616021440S,1064653265356,7ba8d6990cf49d6f9dbae771a29855aedf3a9637e3ff692697c8fea68bb63be1,mrgr,5861930039271542449S
12610,5411694269020566837S,1110458482554,8e70538c0d24b4b0b71ccd33e1ce734ce1879c3895d61294ffa0fc0681114fdb,,5861930039271542449S
12611,14887190739278429995S,1131722475547,5d506b1dfeb3fb042f724787abb41082096e05da42a52a3db297314c79e75b1a,samuray,5861930039271542449S
12612,1988643499093866084S,1132550150966,341f00821d92e74b05d380a5955f8d310fb63c0714dbff6e85a80787fc90ef96,,5861930039271542449S
12613,2894235501622418878S,1137672328490,d0a75be1c7764ed5298ce241f8e57327d2690b112ef9821ee018410f9063613a,axi,5861930039271542449S
12614,17740111341613835228S,1163606357253,25014d26c65abe9add921c00a1771f1bd00ef81b9351423c49e2ced072f43944,felix_delegate,5861930039271542449S
12615,14376244240292753568S,1173749187556,61cb356da0dd7c176a871e30a9e0b2a03ff3a15db26fa8a1aadaf83d1f0ca4c9,popcornbag,5861930039271542449S
12616,12971935946804193869S,1223518331711,a4bfdfcd85c37f4b492365e022adcf3b09cdb85aac6c78e95e284a39dcdd1959,,5861930039271542449S
12617,6779940129774084670S,1248435615250,33d18303b205b39f47b1e7e8c2924fa59b89b2ae2c8c4b3b0cb8da591323bd11,slasheks,5861930039271542449S
12618,1817868533720769718S,1270838472892,309434ba7c292e7ef60c537886d666ab1d5bfc522202af34c1d86bb5a0d96cfe,snatic,5861930039271542449S
12619,8683613062926331305S,1271333168619,fc28c15c0e19243e0de0bb6c0cd9c51bea1d74b619c98254a77fb748b9ce0f37,stefanoproxy_voting,5861930039271542449S
12620,9869767853617701075S,1304021519877,5d96e66f960f5019bc6e38c8497b619eefa0fafc23c822a201d1074d9a79f456,giogio,5861930039271542449S
12621,12815339957224709902S,1316987798650,09cabe7b2ac9e351dafaeb1771eef65eeae46d4d8d882105ac132f076f4e5576,joelem,5861930039271542449S
12622,12670108380237338481S,1319746581454,694a3f74ac77d2d5444ca40629e88f333b8062e7798db77cbfb76d7fba8a33a0,saluki,5861930039271542449S
12623,13994007078162149063S,1322805863836,947a244c7274af678443df6e0b5bae6529a9aac06a7212cb0b445877b8d377bf,nuevax,5861930039271542449S
12624,13151595859709519806S,1333241811295,50759583104f798d129e9181a95d77b05dfc3b02a33df8b217657983f1374148,,5861930039271542449S
12625,17836460686258279109S,1334637486754,f891a87e86f2e27f58771cebd7189bc8ab8a44c9d4d633738b941c0bcc73aab7,gerb,5861930039271542449S
12626,943285078285187201S,1338522213913,10664105a3e314721e2cacb3ecaa8929517e0a9d3feef4ffa281d4b77b08b5c3,nirve,5861930039271542449S
12627,5291070292665466497S,1338958485955,5e2e85808cbc7cbcac4ac9e19d04c4843cdfdb9e7c38282f82a7e5f3e6943f83,gmx,5861930039271542449S
12628,3332349765545836465S,1380242067768,dababa1002be27e944e94e75c9fe6efa9437fdb4c6faa0a91448d4b98e1491eb,brutale,5861930039271542449S
12629,6668168159687008651S,1407637849426,a5d30b8e563d279311f734ec7c6675ca51e0be08f52c0b2e20f6a5a9d72fe4f1,thrice.pi,5861930039271542449S
12630,1838077525837012913S,1418509203705,cabe249e23e504492944bf92bceb1b215613b13a0640ff86373db81fea209f79,felixs,5861930039271542449S
12631,10894601799531540343S,1455241348934,8bffcff9aece40b8ab1aeb4460964c62b2793534f8bbad0734c6cb30180e5d67,win_devnode,5861930039271542449S
12632,14448249721461697427S,1460171145084,6d88ddab62b4aff487437ff96c8e12c47b4b60aea413b80eab1a5349fbd4f779,efebmx,5861930039271542449S
12633,6934198033594185762S,1500806659552,8c489230e6cb19a2cf10cc647b08d098d021560ca3588c808d3e4356884e1d6b,,5861930039271542449S
12634,1995065537574521998S,1556426955428,adae17732964d13d0a68cd36fae093cafcb465dafaf2eefef2ef0681872bbc28,kushed_vote,5861930039271542449S
12635,3730125668088765498S,1580993979656,c18ee8d24de0c1d4443b4ea2aa10ccad26df40f7ea2c3fb412842676589ba33f,,5861930039271542449S
12636,15734141278813972755S,1762752264894,965d875c331e0cc835cabb5928c792899228cb5ac2f7bc6cd2caf52e7c071975,,5861930039271542449S
12637,16149807348577863488S,1831843087538,caf97b00b74b5da7c36e0fe4c8633910f4102156f63104e0632c321921804880,,5861930039271542449S
12638,927849505798557777S,1837356618258,674b91b193521093ce831e40a450e5c762453b309686ad3dddc4067146e8f9f5,bikeynab,5861930039271542449S
12639,501483425081914221S,1916259367866,460e8e5ac339abb55705a90af866000176b1a9add801176eff42351eb2216021,,5861930039271542449S
12640,1570578621629414479S,2003496763301,f8c8333f4541436a324e487cdfdda786149e63139d857df36bc7e90e86077a8b,sio34_voting,5861930039271542449S
12641,5409417039676951118S,2027675503691,30437cf2e9ee551d43d6d8ccb69ea5891f663f59dcb4c3c2466f7169646ba673,,5861930039271542449S
12642,9654621967184510983S,2044163626155,18c835b126dac48f80d6cda8b64734206f1014af88554d3c2b76337f302bbe8d,,5861930039271542449S
12643,7988833109653665057S,2281682643608,5cea56480f44197888cbc1e88e325a12ff1544fa66040aedef57d7f0744bfe86,,5861930039271542449S
12644,6338508696620308738S,2330005181559,09fcc88f4931f85b5a5cb9ea7484bd6cf135a96b0e791fbf8aa24d897f4ab0b3,,5861930039271542449S
12645,2864297953339225503S,2347118134261,2870c528a3dab1456abaa0e4f9eb94592881a92c6e2bc9cdbf79a1fe45e159a9,jamo,5861930039271542449S
12646,13184036139539914851S,2627221864469,8809e67d5af0653b34ced4a38f6561cd551632b12282db60fad787bd6d3a972c,,5861930039271542449S
12647,13586143590570589215S,2905612354496,2320f598c980ea402875fdca30d3722904096290c24bac9da26cde4f69f7622c,,5861930039271542449S
12648,10467419700136114797S,3360235162766,d5e49b508be7cfb6c889794375071e0c8288b13c323645ef4686e9495ca70f59,nyancat,5861930039271542449S
12649,17625226003528088508S,3522530580170,2f2bab9592f3acf2ed916adbd88ab9fd0653b168f4b2e200713af5711931d4b6,,5861930039271542449S
12650,3129853312420103608S,3561536368668,1a7c373b5dd2c37149eff61159735fb61af5e2fa5043bece9256f7d10eb70fe5,,5861930039271542449S
12651,11191061581942971248S,3910019037859,103c18127835fbef35fafc6d1247db5a12ab7e0fbcb1fc59e8ed6821d08a38df,qwerty,5861930039271542449S
12652,2954102530196216984S,4118390389701,1ad215c875204f1819f39117b13459dd6453921e06820eddebae5c37b5db4f58,ryanvdn,5861930039271542449S
12653,16129125800838469563S,4295718214273,480407d878e890adb52b9f7729f586ea266dcb771467325768033a6f3274d8d8,,5861930039271542449S
12654,18113470329236636101S,6085306966691,1672ef1d573589ae5eeeff543ec79481e5afe5feceb338285b5bab27d6d6154f,,5861930039271542449S
12655,14982205216512991131S,7624050014677,e3397390c3f6a2e4925944e3ffcf7ae469c6e3e8c71e529c3037c91605590452,,5861930039271542449S
12656,3258153077104986360S,9054666647640,a8afe0282478a1a6f8c3b9a233ae63e8bea6412319bb689e3c44723e750de414,,5861930039271542449S
12657,1550237112009583248S,9056412726583,844038de3d090836363eacb1f325b86f566a16fb014643defd5a8bf8992db6dd,,5861930039271542449S
12658,18167259303553226089S,9078594580185,75fdd6efe3561f37fd1287ba1c8b2f5298ae2315a95fe5206373151f27852dd5,,5861930039271542449S
12659,16604498262787286373S,9195047551025,912f0671c88bf187e6d495073d35994febb0c9978f650b026d7c5a3027b1f35e,,5861930039271542449S
12660,16751356875123318316S,9278733297058,20faca59d7e3d69bf557fc97659a2cb1619c89855d77774382b56d9306c953f3,iceman_voting,5861930039271542449S
12661,10749969907367660119S,9942863490482,53806b25384fe7647c2e8ab5dd8e9bc2f378288e9a5d96aea4a1fd26ae7609da,,5861930039271542449S
12662,8894347271842723832S,10017007956539,6effcd52e37011787735a72350635127076a2a2273de7c123b81153940852060,vancitycrypto,5861930039271542449S
12663,18091986069341856412S,10178734404718,959dab417485f363b41c9d73e867d007bd23e19bd30becd88a5b004a26fc4d2d,mavnezz_voting,5861930039271542449S
12664,15569777031855020681S,10189443572574,7b5531d09ef28acdfc450346c48efcfe008974e7a7f8e3f8df1ed9ff1c5e37ea,,5861930039271542449S
12665,5686868915809632438S,13149101098296,01fcbad0812335b1bf415caf4d92672981f969e0f3030afd8d23a7728a1fb12b,rexy_voting,5861930039271542449S
12666,13768450238722232517S,15110020802932,076c4cc242a1bbdc36dbed65901a7947dadfbfeca582035ffa1e6071bdffa8a0,,5861930039271542449S
12667,15073035977129307459S,16258022088295,9d1ad1cfaaf7382f1f6aa1d56589a954b6d614890109f3ce9cf7e6bc542af42d,seatripsvoting,5861930039271542449S
12668,2851445163152870095S,19200304284211,03f859208ffe570c6785b34ff5b6c6568ef9a13771db751e9d57a7a58158e3d0,,5861930039271542449S
12669,12249152476983107122S,24446597414152,0cb442e01dd16ba69ee2c8aa0f851ef4ccf5419f888f041b2193b3bfbb208012,,5861930039271542449S
12700,9887438195595040876S,44,643acd62d274df56e6dc32b23051a8547a09cc1075cc9757be9b58a1d0645060,,4895669772553333916S
12701,7297971477933706562S,58841,701da434096051e040b1db02ac16b3d9fd22fcd771af35dd1e740e797447761f,,4895669772553333916S
12702,18082446956592602520S,85414,de656c6e725deed9df02977fa2e7b04a0dd5822be56f3483f52c2a65bac883ac,,4895669772553333916S
12703,15711406402839214856S,572467,c621a2f9aa4695f07067e0c56ed21b38138be597b5c646c57599227f3bb8872a,,4895669772553333916S
12704,10953564686527667055S,615600,df8fe3c66d019c47a821cc596a48e4e98c8a1aceeaf9134bacbe66feb17f159d,,4895669772553333916S
12705,4988149169855821684S,725935,2f4c16ace304c57e377f4237db8641dfa0a2a13720d0c6bb3e4c8f74a7438782,,4895669772553333916S
12706,12620151195112537741S,834584,4ed3e994f1854d657f48d8062aed5ba82c3521e98fec0901fe1ba515f5a09b16,,4895669772553333916S
12707,12156367862301220720S,1000000,78a0e37f68aa7be4da390c05fc63787c1c308547ca82e5fb56f57746af9a32e1,,4895669772553333916S
12708,3238290246441585690S,3380177,03c876e096f6e9599b78da4f8c45af7f64347eeb70b4d6aa15ae3f6809f37cd6,,4895669772553333916S
12709,18209157830129459749S,4371714,aa48cb8437c0bf80be232f05609bff7c28952554d3e33e5babdc7e624c0dd1ad,prometroidl_voter,4895669772553333916S
12710,9246728210458509792S,4505921,54f8b502149f07057ca3c101ac561f1a66d85a5fd096b0fa50930ad06bcf0f23,,4895669772553333916S
12711,3790603534897846018S,9000000,43760b096a7c3638334a05792205dad7c5d5ad13407b58fe89ba545c8154bbc6,,4895669772553333916S
12712,2513423852692383535S,9000000,e5b6ca2a5075ecd5bce3eb1a4560466cb43d5863ee7ebd615d933a913b1abe45,,4895669772553333916S
12713,1135574568096642638S,9000000,72a315bf9fa4dba28735f2091d7a948ca66055293b682eb44370d5dc0dc2a3be,,4895669772553333916S
12714,17570317151539064419S,10000000,6cc7d2c5e86bbd5fa9b20239dc353c95f778ae3adc047915db14b4446320474e,,4895669772553333916S
12715,2991768003522288053S,11916990,aec2d4f8b26cb439e305d427cb46047e187f79291978769e6df63128e270ad09,,4895669772553333916S
12716,13495627061926372013S,12965645,d11661073b43947df40fb8283349bd9bf46fffa5f117844cd45e2cd64bd10b5e,,4895669772553333916S
12717,3501423948630681514S,15100461,f0407df11aafe75f6d8b268eb1079261c2ae7d2fc65d6de2ac1c39d6b192c1ca,,4895669772553333916S
12718,1705428274511613523S,20000000,a2438fd7b1ec4876d2e0ea0ab6610568b48db1fa9f810e4379b57b2ed3fc2110,mundogamer,4895669772553333916S
12719,749019249708209628S,24878424,497297c3d608ae17e7487a9a06839f59bab9e66dd3ab875b2bdc3acf5521ea42,,4895669772553333916S
12720,12812100347701755039S,27604764,ccd3928eff9f7394be0678ab4a81f6e639e8b6e9771d1197ef3b725b9ba104f8,,4895669772553333916S
12721,10062535190096068371S,37334306,2fa6bdf8c8eccc1a05102a077c01ad478bd2afb218d4beb39dc4701c3bdac6f4,,4895669772553333916S
12722,4871397904628122204S,38226704,5b0e14b5ea7fdf6edbd8caa2c37e0360b504722b2fe0e897494a6f7fa66b38e1,,4895669772553333916S
12723,2107882677455032172S,40937380,7e0bd1a55245180690791e776f0deff52786ce00c88db611d195e22ed9cc9eba,,4895669772553333916S
12724,6983976910541404931S,50660278,de19282ffb374876d35577c9c7b8f100e3a01ed79292938351ce411fe2754673,,4895669772553333916S
12725,4299193774304627537S,57847368,899abc72d21177b00bf88331b9378c0f76d734b5b093663351639f77df845d97,raven_mm,4895669772553333916S
12726,71023383196146753S,66241872,2a495f5e290684cdd65b309046729849b587b3fe9d4d55d798ffc91df87ffb1e,,4895669772553333916S
12727,14702467036727372922S,71464412,15dc7ab7cbf2c3972496635b5dde745957afa9cac2d8f3d44b6ecbd55179152c,guinew2,4895669772553333916S
12728,13249226411369101852S,74880135,9c3fa4404cbef243a28af201e5eee874986b6312a23cbca7650c37fc205c4a3a,,4895669772553333916S
12729,8159115094250578000S,80017202,2afbd90c8b0dfb1ebf49561e05c98408bd77a33b78f73e7285e39f980d686280,,4895669772553333916S
12730,7413518598518546441S,82516785,1a3c3a2bd6afa7fafbf8fb3e80fbb38a2326ae99c41d2fbcfd7f41fbc18f985c,,4895669772553333916S
12731,16074371901910759275S,85952747,f81a12f64aed8d79d8133d9823019e01429241b27da14aad2e4f1f85002dee75,,4895669772553333916S
12732,14784656584098346641S,88664602,fd322b7e8061f9bd9cb2fdc8900a1bbe0f4e274f78751327c5101122215d0bb8,goku,4895669772553333916S
12733,13027394670025868549S,99542661,c8463232feefcc78dd1bd23dea9d5443604cec72b528ccdf9456b6f6e065f0d2,,4895669772553333916S
12734,61800475831569831S,108725937,a27f411cfeca86ff1ca9869eec3a12d38477b8fc18edd05af05d13f6a79fbcd4,pnwdrew,4895669772553333916S
12735,2233908704276513927S,117549300,60ef299409c0899e75099086904e7e2dce8a10e93a3fff5bb944e7c55ecf2a8d,,4895669772553333916S
12736,15435125347423712135S,119512512,6dc9d0184d66fbee0fda5b87011a343f56eff0892a63495458b65d6e99607383,pool_wariner3_voting,4895669772553333916S
12737,15987950774006526159S,119798487,4c69293a20ed8d710c231db47ff8fc437266c75b26ee3624a912b61af68ebf16,pool_wariner2_voting,4895669772553333916S
12738,8586825088047268156S,135824246,c19f5d64da98cf843e357eab85726cfcb23f88fae30734a8b9138edbecf63ce7,,4895669772553333916S
12739,3037529847360707052S,152298711,ac44526827d7488934c193a508c587235a550caf9f983640b8e0b2cc9338dafc,,4895669772553333916S
12740,10714390199288598539S,161186821,ef3489c6a16f142399d1a507b22001268c3eb65696636c3ef4dcc8c4a3da2398,,4895669772553333916S
12741,3631924791128351671S,172968334,ac1672fe2abb434d4996bfb87d2f559a638fd4b02944b4bf88baf7ed081a9271,,4895669772553333916S
12742,3136212156902193574S,185297388,e805405fd82caf078334118ddd8260f5a335909813feb33604ffab894c80dcdd,,4895669772553333916S
12743,5476868952712264143S,191429668,c01ecc1221126b9d12b7439ce7dd6f160cacce87da4f421009b682f9f6ddab97,shiftmobile,4895669772553333916S
12744,10787545250762816979S,205000000,b6401f9637166f97a0c58a013e88a2318e1c137e31ce492555609a660fef75b2,,4895669772553333916S
12745,15367855744897013750S,206051025,81201bc51e4bc2644a0b037abaad83948796d9367dc5f8ce052480bc8da358c4,,4895669772553333916S
12746,392794638822605996S,219406257,b562d4116a867121827910b87517bfb7d8ea7f7c5e3da2c7c519485e593886c3,,4895669772553333916S
12747,1882655293553451363S,233879661,471bad28073057099b9cd5a111c1bfab4e5355cfa86d2ae7261f4ee1040a00bc,lamar,4895669772553333916S
12748,17414216110421751415S,241995935,1a8432f292e9b9356052ab7339260e9f646544533400d4ce705ab0c1115bb379,ppan,4895669772553333916S
12749,16059358455871335801S,252995935,8e4a88bcf937147b1eaacd9518948491ec79391ceab8e2790b3078f96881487b,shift_delegate_paris,4895669772553333916S
12750,10616238559319900285S,272118218,c92571a039948ce263ed8a6ad7ec882db5e401b3be7976fc9ae3b265381b2cee,,4895669772553333916S
12751,5449454790065333523S,301023471,11d530d476bbcf897940165914b8869e55499601df9b89ab39a1aba993b9b4da,ebola2,4895669772553333916S
12752,4688284640569202996S,310840901,88540fc623c354a84901beca7f59dac98008fff540524928ded3188b05080a63,,4895669772553333916S
12753,14232035957254104488S,316674222,f521cbfd94578b2a1e2f50c6d77b95e32517cbb7b847274369408b29798487e4,bikeynab2,4895669772553333916S
12754,17125014493952839425S,320563216,4bf34e369609755d5154ef9c9c9bafb117e03c5ca72bed5b0d35f189d60033fa,alelosbrigia,4895669772553333916S
12755,13004549190303394008S,342188148,7cde45c858af96749063b299d397e07e5aa938d9c8276b6da6aeb597e7357b3a,,4895669772553333916S
12756,9902379632988329432S,357573227,1e850904150053eec986d67cb4aa9d65e9059f7755451888b49597f53250d5f9,bitseedmike,4895669772553333916S
12757,6768441213154283335S,399000000,1b01c23992124fed73ed57d30ed7a0279c14c4ae0644a9ac7cbabe807762fadf,,4895669772553333916S
12758,1305426352879107252S,443135476,2eae9cb59fd470a835992cbeb4fe2b62c26cb51b8733f837de1cd8aa9bd50ad6,vrlc92,4895669772553333916S
12759,14569116791565205623S,443135533,dcafaef5c2deb698e26606f834075490edf1993f27c5ea5a54929312896316ff,cc002,4895669772553333916S
12760,12652780598582308478S,451848412,69a8e9aec66660c00fc3445a051138256d2299baf202dd98355a382fc03bb203,swminer902,4895669772553333916S
12761,12047938523767013177S,461329405,310b92000caa46292e0eb3db441e8992b34a20cfbbe5cdcadd6935783a1f338d,,4895669772553333916S
12762,13807015370010940589S,461842175,c1a9a0d309971f4c3cc200c60f62d3b35a15609d73b21a969f4bf056726cd257,,4895669772553333916S
12763,18016259454945127616S,532339999,eab37fbeba38bf6651e43d433b9b99a8ceebf5b70e4fcae42d7e267545b41f3a,cosmos_vote,4895669772553333916S
12764,8777339335417566371S,633509466,38013554f3fde8d0def4ab65e3b30aed215994df16d9a97da3cfc74d66b60381,hef911,4895669772553333916S
12765,10785018568872575553S,675235660,c0b0fe49823571f2cd2c568501891529cecfa1c9f412e2d896db16e1b9917277,,4895669772553333916S
12766,8066719458343654728S,686784454,f6be8630777efe70ac69f01df128d95e9c6ba7807e78c6cd5c49f4280294eb6f,shiftkarma,4895669772553333916S
12767,6878048882933846436S,733344029,2b82a6664001fee475801ccfed6938017aa15d3c3aa6c74fa6a1264d854d5af8,,4895669772553333916S
12768,17403385413419279158S,799000000,a07a3e6efb1b10d1536256666f67d99444310053ffa43123aadd134d64f992a0,,4895669772553333916S
12769,5944266750950036157S,886470926,52da40ddf87131f137c8e78b862c9ea87d1179e4f0d0d9d7eb97b1eb7f8d4d1d,,4895669772553333916S
12770,3898839290424801656S,998144146,ae3a22cac4b9022e8c699adbbc47aebbefdef2ae88223ebaa002a7c8250c7c6b,,4895669772553333916S
12771,17851873654818657825S,1033639691,4603a673a0bd2cdabf7e6bb94c83a925e51d44040b29a50557c10eb735e2429b,domgravel,4895669772553333916S
12772,17281689472665427274S,1201730004,6284666ee3d48481e6d7177ceda73a89d31add56ad99db2a9adba9518ec96b8e,,4895669772553333916S
12773,5045008709835863321S,1445478986,2afe39a6b42837147d61f2a10b7d0f849013d33825013621c02e359a06e76373,,4895669772553333916S
12774,7662668868188083563S,1557190612,e05dc12463fe12a429d6c708ee3955fb32f80326e84c6f8cde7044bcb66b9ba6,,4895669772553333916S
12775,675233942278744977S,1606475182,8309f68659de10cd215d820db52aefdbbb2dd9f0acb219d9e462b245c899d15e,,4895669772553333916S
12776,552374453027688590S,1698000000,c8fcbe4ded3ed38d977c2343865d71a7a450ea61358c6feac4ce182d13f8ebdf,,4895669772553333916S
12777,15226870964334981532S,2006022618,f04c3f4c7f18ea6397608ecf9540487cc0a6931eda6745653d51215d6d4cd6b7,,4895669772553333916S
12778,13427719778023804154S,2033146341,48bb59a40463a6a38f23138b6059f993f2e32f55b30b0e4f6358a43fd391b8c6,,4895669772553333916S
12779,6034599310597963285S,2100606387,e507e48f82994cc7f4e153feccc1d5ece1259f3472d641ce441f07717fd3fcf1,frandiazc,4895669772553333916S
12780,10563353608244480137S,2292145383,7942654576a70d2f54840b7398b9491275fae7259da0806ea4148084292929e3,shiftspider2,4895669772553333916S
12781,2585432234924509436S,2301392755,2bc15d70824978fbbd972a1058688b5e52f45caceca218419ea4c1155a2b3cb1,,4895669772553333916S
12782,8779745755250905207S,2533135475,d461d302faa0d08d1e2e2e28a71a61ae1f42f8ef1d5d222bfe43aabf10e94395,hippob,4895669772553333916S
12783,10144909537938459289S,3254335010,841078eda030471c43a8ad8fd09c53a0a349e3b3ed57094c9f03bf9bf9880293,,4895669772553333916S
12784,6865789547844440686S,3328622838,b1e559a2015b124bb2bf3a321fb68504ce7294ebfcf95c17581deb1b48be78b9,,4895669772553333916S
12785,3359101448749248715S,3832135475,1630938cf990359a55999400711e97c51c3aa4134f3a64f3276569f4218be0c2,,4895669772553333916S
12786,11955349693672965803S,3841080313,7f797a34b5e5dad96c8e702c716fc2e047e98f3124505fb67275d683b1bb77e1,,4895669772553333916S
12787,13228518305401135767S,3900280536,8df007fee92082bb0edf3cd40b966e98fec7f96fb73893845d9b98d8d29601e4,casp3r,4895669772553333916S
12788,5382498994366039732S,4275570653,b070edcc5f7f106d6412ec913e864971f112482d40a2627c39b949ae29f15d47,,4895669772553333916S
12789,13933522232989679612S,4522554437,d9f7928a460edd8165c3bd0b2179d65247d39bc0990734eaa95380da9ee9d16b,ampsicora,4895669772553333916S
12790,18034441249901247065S,4542340532,1b38bf213cbfbb7458ec1f3de69ea251f2853e0ac7440c3a0892b8b7ec0777bf,,4895669772553333916S
12791,16168685798364651460S,4662656744,f737253703fc13584bcfd56d176cf2e5eba60388d643faed144bba73fc00d1ad,starlord_voting,4895669772553333916S
12792,17214014197235025347S,4999619081,b50f10a9a17efa19e153a6c0dc31848b3bcf539e58561d973ade2f86216d3e6e,,4895669772553333916S
12793,2970985508073392298S,5865065160,65cd42a200835a2a2283e27e08b0e46645d051c4761179e2001b5a93c8a8e55e,,4895669772553333916S
12794,12614689244490247223S,6282799470,55ee9dd22d1c818de90e08d4d1e0de189dcc7e6c8a5fd84e3166e470ddc44ad2,,4895669772553333916S
12795,17920703499994572092S,6603051057,25ad785deb0008af22b9735cfd575eac14c93b26f02b157f4ab892c44eabd124,heisenberg2,4895669772553333916S
12796,11383390428861948883S,7154533449,1fbec6163f88a37ab0afab211e4ea39baa179bd74bcbe55a784519854d1231ce,,4895669772553333916S
12797,17570631340802264834S,8691067831,d6fff56e0fa618bed88e80eb9686b27f978c88dd8747e5103df0c289142e590a,lordshare,4895669772553333916S
12798,12137934182339645185S,9473565969,803ad26d11bbb3ab44244f3031839949434dccb8d2bd450daa1afcac7978467b,iloveshift,4895669772553333916S
12799,9449227620415936880S,9699000000,4863cb9d796a8a3afe98f4925bd78b2d03ce707faa5c9b44b062921057c72d08,,4895669772553333916S
